title	year	discipline_names	url
Computer Poetry: An Act of Disinterested Communication	1992	['Language & Literature']	www.jstor.org/stable/10.2307/469245
Friending the Past: The Sense of History and Social Computing	2011	['Language & Literature']	www.jstor.org/stable/10.2307/23012552
Naturalism and Narrative, or, What Computers and Human Beings Can't Do	2006	['Language & Literature']	www.jstor.org/stable/10.2307/20057973
Novel Devotions: Conversional Reading, Computational Modeling, and the Modern Novel	2015	['Language & Literature']	www.jstor.org/stable/10.2307/24542659
Toward a Computational Archaeology of Fictional Space	2018	['Language & Literature']	www.jstor.org/stable/10.2307/48558386
Computer-assisted Scholarly Editing of Manuscript Sources	2014	['Art & Art History']	www.jstor.org/stable/10.2307/j.ctt12877w9.9
Book Review :          Themefinder         Center for Computer Assisted Research in the Humanities	2010	['Music']	www.jstor.org/stable/10.2307/40539528
Book Review :          COMPUTERS IN SWEDISH SOCIETY: DOCUMENTING EARLY USE AND TRENDS                    Per           Lundin	2014	['History']	www.jstor.org/stable/10.2307/24343442
Cunningham, Collage, and the Computer	1999	['Art & Art History', 'Performing Arts', 'Film Studies']	www.jstor.org/stable/10.2307/3245965
Live from Cyberspace: Or, I Was Sitting at My Computer This Guy Appeared He Thought I Was a Bot	2002	['Art & Art History', 'Performing Arts', 'Film Studies']	www.jstor.org/stable/10.2307/3246456
The Dancer and the Computer, Part Two	2018	['Art & Art History', 'Performing Arts', 'Film Studies']	www.jstor.org/stable/10.2307/26502664
A Computational Model for Rule-Based Microtonal Music Theories and Composition	2010	['Music']	www.jstor.org/stable/10.2307/23076966
Computer Analysis and Composition Using Atonal Voice-Leading Techniques	2002	['Music']	www.jstor.org/stable/10.2307/833550
Extending Contacts: The Concept of Unity in Computer Music	1998	['Music']	www.jstor.org/stable/10.2307/833581
On Different Approaches to Computer Music as Different Models of Compositional Design	1995	['Music']	www.jstor.org/stable/10.2307/833711
Processing Musical Abstraction: Remarks on LISP, the NeXT, and the Future of Musical Computing	1990	['Music']	www.jstor.org/stable/10.2307/833350
The 1989 International Computer Music Conference: An Overview of the Concerts	1990	['Music']	www.jstor.org/stable/10.2307/833358
The 1990 International Computer Music Conference, Glasgow	1991	['Music']	www.jstor.org/stable/10.2307/833083
The 1991 International Computer Music Conference: The Music in Montréal	1992	['Music']	www.jstor.org/stable/10.2307/833307
A vehicular theory of corporeal qualia (a gift to computationalists)	2011	['Philosophy']	www.jstor.org/stable/10.2307/41487581
Computation without Representation	2008	['Philosophy']	www.jstor.org/stable/10.2307/40208827
Computation, Content and Cause	1996	['Philosophy']	www.jstor.org/stable/10.2307/4320674
Computationalism and the Causal Role of Content	1994	['Philosophy']	www.jstor.org/stable/10.2307/4320517
Is Computer Simulation Changing the Face of Experimentation?	2009	['Philosophy']	www.jstor.org/stable/10.2307/27734388
Models, Measurement and Computer Simulation: The Changing Face of Experimentation	2009	['Philosophy']	www.jstor.org/stable/10.2307/27734387
Philosophical and Computational Models of Explanation	1991	['Philosophy']	www.jstor.org/stable/10.2307/4320247
Philosophy and Computational Neuroanatomy	1994	['Philosophy']	www.jstor.org/stable/10.2307/4320464
The Computational Theory of Mind and the Decomposition of Actions	2008	['Philosophy']	www.jstor.org/stable/10.2307/43154741
Computers, Mathematics Education, and the Alternative Epistemology of the Calculus in the Yuktibhāṣā	2001	['Religion', 'Philosophy']	www.jstor.org/stable/10.2307/1399846
Review Essay: From Cognitive Science to Folk Psychology: Computation, Mental Representation, and Belief	1992	['Philosophy']	www.jstor.org/stable/10.2307/2107950
The Causal Relevance of Content to Computation	2014	['Philosophy']	www.jstor.org/stable/10.2307/24673003
The Mind as Neural Software? Understanding Functionalism, Computationalism, and Computational Functionalism	2010	['Philosophy']	www.jstor.org/stable/10.2307/20779564
The Zombie Attack on the Computational Conception of Mind	1999	['Philosophy']	www.jstor.org/stable/10.2307/2653457
The Computation of Bodily, Embodied, and Virtual Reality	2020	['Philosophy']	www.jstor.org/stable/10.2307/27197238
Between Cinema and Computer	2007	['Film Studies']	www.jstor.org/stable/10.2307/j.ctt46mxps.9
Stacks, Frames and Boundaries, or Narrative as Computer Language	1990	['Language & Literature']	www.jstor.org/stable/10.2307/1773081
'Over to You': Can Europe Restrain Microsoft's Threat to Freedom of Musical Expression in Computer-Mediated Communication?	2004	['Music']	www.jstor.org/stable/10.2307/3877626
Is the Brain a Digital Computer?	1990	['Philosophy']	www.jstor.org/stable/10.2307/3130074
Computer Modeling the Twentieth- and Twenty-First-Century Climate	2006	['History']	www.jstor.org/stable/10.2307/4599005
Doctors, Patients, and Computers: Will Information Technology Dehumanize Health-Care Delivery?	1993	['History']	www.jstor.org/stable/10.2307/986999
The Jayne Lecture. Computers at the University of Pennsylvania's Moore School, 1943-1946	1992	['History']	www.jstor.org/stable/10.2307/986799
Against Chierchia's Computational Account of Scalar Implicatures	2008	['Philosophy']	www.jstor.org/stable/10.2307/20619392
Computationalism and the Kripke-Wittgenstein Paradox	1996	['Philosophy']	www.jstor.org/stable/10.2307/4545235
Guidelines for Evaluating Computer-Related Work in the Modern Languages	1996	['Language & Literature']	www.jstor.org/stable/10.2307/25595595
Literary Literacy; Or, the Cook, the Cop, the Nurse, the Computer Scientist, and Me	1996	['Language & Literature']	www.jstor.org/stable/10.2307/25595588
"The Electronic Landscape of Journal Editing: ""Computers and Composition""               as a Scholarly Collective"	2009	['Language & Literature']	www.jstor.org/stable/10.2307/25595927
Book Review : Language and Chronology: Text Dating by Machine Learning. Language and Computers: Studies in Digital Linguistics 84	2021	['History', 'Art & Art History', 'Language & Literature']	www.jstor.org/stable/10.2307/48746174
Book Review : Measured Words: Computation and Writing in Renaissance Italy	2019	['History', 'Art & Art History', 'Language & Literature']	www.jstor.org/stable/10.2307/26845812
Book Review : Style, Computers, and Early Modern Drama: Beyond Authorship	2019	['History', 'Art & Art History', 'Language & Literature']	www.jstor.org/stable/10.2307/26846010
Book Review : Digging into Early Colonial Mexico: A Large-Scale Computational Analysis of Historical Sources from the Sixteenth Century. Other	2021	['Language & Literature']	www.jstor.org/stable/10.2307/27109042
Book Review : Measured Words: Computation and Writing in Renaissance Italy	2018	['Language & Literature']	www.jstor.org/stable/10.2307/26604147
Book Review : Reconstructing the Rose: 3D Computer Modelling Philip Henslowe's Playhouse. Other	2020	['Language & Literature']	www.jstor.org/stable/10.2307/26977548
Vera Molnar’s Computer Paintings	2020	['Language & Literature']	www.jstor.org/stable/10.2307/26908911
POSSIBILITIES FOR THE COORDINATION OF COMPUTERIZED PROJECTS TO CATALOGUE AND INVENTORIZE PLAINCHANT MANUSCRIPTS	1993	['Music']	www.jstor.org/stable/10.2307/20795934
Book Review : WHAT ALGORITHMS WANT: IMAGINATION IN THE AGE OF COMPUTING	2017	['Film Studies']	www.jstor.org/stable/10.2307/26532134
"NEWFANGLED COMPUTERS AND OLD-FASHIONED ROMANTIC COMEDY: ""YOU'VE GOT MAIL'S"" FUTURISTIC NOSTALGIA"	2010	['Film Studies']	www.jstor.org/stable/10.2307/24411768
Book Review :          Foundations of Computational Linguistics: Human-Computer Communication in Natural Language (2nd edition, revised and extended)                    Roland           Hausser	2002	['Philosophy']	www.jstor.org/stable/10.2307/23955565
Book Review :          Literacy and Computers: The Complications of Teaching and Learning with Technology                    Cynthia L.           Selfe                             Susan           Hilligoss	1995	['Language & Literature']	www.jstor.org/stable/10.2307/1348003
OBJECTIONS TO COMPUTATIONALISM	2018	['Philosophy', 'History']	www.jstor.org/stable/10.2307/26499041
Computers and Text Editing: A Review of Tools, an Introduction to UNITE and Some Observations Concerning its Application to Old Spanish Texts	1991	['Language & Literature']	www.jstor.org/stable/10.2307/44943525
The Aesthetic of the Computer	1994	['Language & Literature']	www.jstor.org/stable/10.2307/40548739
Thinking about Computer Culture	1998	['Language & Literature']	www.jstor.org/stable/10.2307/40549320
<em>Moonbit</em>: Poetry from Apollo 11’s Computer Code	2019	['Language & Literature']	www.jstor.org/stable/10.5621/sciefictstud.46.3.0674
A Maze of Twisty Little Passages, All Alike: Aesthetics and Teleology in Interactive Computer Fictional Environments	1993	['Language & Literature']	www.jstor.org/stable/10.2307/4240214
Book Review : The Computer's Voice: From Star Trek to Siri	2021	['Language & Literature']	www.jstor.org/stable/10.5621/sciefictstud.48.3.0577
Computing Utopia: The Horizons of Computational Economies in History and Science Fiction	2019	['Language & Literature']	www.jstor.org/stable/10.5621/sciefictstud.46.3.0471
Final Frontiers: Computer-Generated Imagery and the Science Fiction Film	2006	['Language & Literature']	www.jstor.org/stable/10.2307/4241410
Generic Computations	2009	['Language & Literature']	www.jstor.org/stable/10.2307/25475215
Ding Xilin's Chinese Translation of <em>The Man of Destiny</em>: Reading Shaw through IBM Artificial Intelligence and Cloud Computing Platform	2021	['Language & Literature']	www.jstor.org/stable/10.5325/shaw.41.1.0151
Wedding the Technologies of Writing Portfolios and Computers	1997	['Language & Literature']	www.jstor.org/stable/10.2307/j.ctt46nxw3.23
TERMITE COMPUTERS: Entropy Is What You Don't Know	2007	['Religion']	www.jstor.org/stable/10.2307/41179194
"BOTTICELLI'S ""MADONNA DEL MAGNIFICAT AS A SPECULUM SINE MACULA"": A COMPUTER-GRAPHIC AND ICONOGRAPHIC ANALYSIS"	2004	['Art & Art History']	www.jstor.org/stable/10.2307/23206848
Humanities Computing and Digital Humanities	2008	['Language & Literature']	www.jstor.org/stable/10.2307/27784811
Preconvention Computer Fair Schedule	1994	['Language & Literature']	www.jstor.org/stable/10.2307/3201063
Book Review :          <italic>The Body in Flonnery O'Connor's Fiction: Computational Technique and Linguistic Voice</italic>                    Donald E.           Hardy	2010	['Language & Literature']	www.jstor.org/stable/10.2307/40645944
Book Review :          Scholarly Editing in the Computer Age: Theory and Practice	1999	['Language & Literature']	www.jstor.org/stable/10.2307/3190085
"""Ffor as moche as yche man may not haue Þe astrolabe"": Popular Middle English Variations on the Computus"	1992	['History', 'Language & Literature', 'Art & Art History']	www.jstor.org/stable/10.2307/2863658
Book Review :          Abbon de Fleury: Philosophie, science et comput autour de l'an mil                    Barbara           Obrist	2006	['History', 'Language & Literature', 'Art & Art History']	www.jstor.org/stable/10.2307/20463784
Book Review :          Der Computus Gerlandi: Edition, Übersetzung und Erläuterungen. (Sudhoffs Archiv 61.)                    Alfred           Lohr	2017	['History', 'Language & Literature', 'Art & Art History']	www.jstor.org/stable/10.2307/26340233
Book Review :          The Use of Computers in Catalging Medieval and Renaissance Manuscripts                    Menso           Folkerts                                          Andreas             Kühne	1993	['History', 'Language & Literature', 'Art & Art History']	www.jstor.org/stable/10.2307/2865534
Book Review : Language and Chronology: Text Dating by Machine Learning. (Language and Computers 84.)	2021	['History', 'Language & Literature', 'Art & Art History']	www.jstor.org/stable/10.2307/27292830
Book Review : Opera de computo saeculi duodecimi, (Corpus Christianorum, Continuatio Mediaevalis 272.)	2017	['History', 'Language & Literature', 'Art & Art History']	www.jstor.org/stable/10.2307/26583679
Computer Aided Transcription of Folk Music	1999	['Music']	www.jstor.org/stable/10.2307/902558
Computer Applications in the Field of Dance Notation	1998	['Music']	www.jstor.org/stable/10.2307/902546
Computerized Sound Microscopy. Application of Sound Microscopy: Comparison of Notation by Ear and Sound-Microscopic Analysis Data on a Folk Fiddle Music Example	1995	['Music']	www.jstor.org/stable/10.2307/902398
"WHAT A MEDIEVAL DIAGRAM SHOWS: A CASE STUDY OF ""COMPUTUS"""	2015	['Art & Art History']	www.jstor.org/stable/10.2307/44735517
THE KRAKEN IN THE COMPUTER	2005	['Language & Literature']	www.jstor.org/stable/10.2307/29533667
Book Review :          Writing Space: The Computer, Hypertext, and the History of Writing                    Jay David           Bolter	1995	['Language & Literature']	www.jstor.org/stable/10.2307/42946284
The Imagery of a Myth: Computer-Assisted Research on Literature	1995	['Language & Literature']	www.jstor.org/stable/10.2307/42946307
"""Games of Perfect Information"": Computers and the Metanarratives of Emancipation and Progress"	1996	['Language & Literature']	www.jstor.org/stable/10.2307/3685227
Book Review :          Forms and Meanings: Texts, Performances, and Audiences from Codex to Computer                    Roger           Chartier                             Lydia G.           Cochrane                             Milad           Doueihi                             David D.           Hall	1997	['Language & Literature']	www.jstor.org/stable/10.2307/3684838
"Close Reading with Computers: Genre Signals, Parts of Speech, and David Mitchell's ""Cloud Atlas"""	2017	['Language & Literature']	www.jstor.org/stable/10.2307/26451329
Computhors and Biterature: Machine-Written Fiction?	1993	['Language & Literature']	www.jstor.org/stable/10.2307/3684732
Book Review :          Computers as Theatre                    Brenda           Laurel	1993	['Performing Arts']	www.jstor.org/stable/10.2307/1146303
Dance, Cellular Motion, and Computer Analysis: An Interview with David Soll	1990	['Performing Arts']	www.jstor.org/stable/10.2307/1146043
Book Review :          Technology, Innovation, and Southern Industrialization: From the Antebellum Era to the Computer Age                    Susanna           Delfino                             Michele           Gillespie	2009	['History']	www.jstor.org/stable/10.2307/42628116
"""Bits of Information and Tender Feeling"": Gertrude Stein and Computer-Generated Prose"	1993	['Language & Literature']	www.jstor.org/stable/10.2307/40755008
Austen and Computation 2.0	2019	['Language & Literature']	www.jstor.org/stable/10.2307/26841958
The Substantial Words Are in the Ground and Sea: Computationally Linking Text and Geography	2012	['Language & Literature']	www.jstor.org/stable/10.2307/41679907
COMPUTERS CLEARED	2009	['Language & Literature']	www.jstor.org/stable/10.2307/41222045
Exhortation: The Terminator Comes to Wall Street: How computer modeling worsened the financial crisis and what we ought to do about it	2009	['Language & Literature']	www.jstor.org/stable/10.2307/41222016
THE COMPUTABLE COSMOS OF DAVID DEUTSCH	2000	['Language & Literature']	www.jstor.org/stable/10.2307/41213089
The Computable Cosmos of David Deutsch	2000	['Language & Literature']	www.jstor.org/stable/10.2307/41213035
The Software Wars: Why you can't understand your computer	2005	['Language & Literature']	www.jstor.org/stable/10.2307/41221376
http://www.when_is_enough_enough?.com: Putting Microcomputers in Their Place	1999	['Language & Literature']	www.jstor.org/stable/10.2307/41212833
Blame the Computer	2018	['Language & Literature']	www.jstor.org/stable/10.2307/26406440
OPINION: Spokeshaves, spanners and computers: arts and industry	2000	['Art & Art History']	www.jstor.org/stable/10.2307/41614972
Book Review :          A Comprehensive Bilingual Concordance of the Hebrew and Greek Texts of Ecclesiastes. Edited on the basis of a computer program by Galen Marquis (SBLSCS 36)                    JOHN           JARICK	1995	['Religion']	www.jstor.org/stable/10.2307/43722347
Book Review :          A Functional Discourse Grammar of Joshua: A Computer-Assisted Rhetorical Structure Analysis (ConBOT 40)                    NICOLAI           WINTHER-NIELSEN	1996	['Religion']	www.jstor.org/stable/10.2307/43722820
"Book Review :          Grammatica Digitalis I: The Morphological Code in the ""Werkgroep Informatica"" Computer Text of the Hebrew Bible (Applicatio 11)                    ADRIAN J. C.           VERHEIJ"	1995	['Religion']	www.jstor.org/stable/10.2307/43722528
The Information Highway: Computer Networking for Choral Musicians	1994	['Music']	www.jstor.org/stable/10.2307/23550038
Book Review :          Accessing Antiquity: The Computerization of Classical Studies                    JON           SOLOMON	1995	['Classical Studies']	www.jstor.org/stable/10.2307/43937719
Catullus and the Computer: A Collaborative Student Project	2000	['Classical Studies']	www.jstor.org/stable/10.2307/43938385
Teaching Materials and Resource Center: CLOSEOUT SALE — SOFTWARE FOR APPLE COMPUTERS	1997	['Classical Studies']	www.jstor.org/stable/10.2307/43937964
REASSESSING THE APULEIAN CORPUS: A COMPUTATIONAL APPROACH TO AUTHENTICITY	2016	['Classical Studies']	www.jstor.org/stable/10.2307/26292373
Computerizing Pompeii	1993	['Classical Studies']	www.jstor.org/stable/10.2307/710682
Computers and the Classics	2009	['Classical Studies']	www.jstor.org/stable/10.2307/20482768
A New Model for Computerized Instruction in Classical Civilization	2002	['Classical Studies']	www.jstor.org/stable/10.2307/4352649
Some Remarks on Education and Computer Technology	1998	['Classical Studies']	www.jstor.org/stable/10.2307/4352156
Intellectual History and the Computational Turn	2017	['History', 'Language & Literature']	www.jstor.org/stable/10.2307/90010498
Computations	2020	['Art & Art History']	www.jstor.org/stable/10.2307/jj.2353928.9
An Investigation of a Baroque Musette Bourdon Using Micro-Computed Tomography	2018	['Music']	www.jstor.org/stable/10.2307/45200927
Computed Tomography of a Heinrich Grenser Bassoon	2010	['Music']	www.jstor.org/stable/10.2307/20753666
Book Review :          Rebels Against the Future: The Luddites and Their War on the Industrial Revolution— Lessons for the Computer Age                    Kirkpatrick           Sale	1997	['Language & Literature']	www.jstor.org/stable/10.2307/41401017
The computer screen, day or night	2009	['Language & Literature']	www.jstor.org/stable/10.2307/20722050
Book Review :          A People's History of Computing in the United States                    Joy Lisi           Rankin	2019	['History']	www.jstor.org/stable/10.2307/45217503
Book Review :              Scholarly Editing in the Computer Age: Theory and Practice                            Peter L.               Shillingsburg	1991	['Language & Literature']	www.jstor.org/stable/10.2307/27710575
Book Review :          A Historian's Guide to Computing                    Daniel I.           Greenstein	1996	['History']	www.jstor.org/stable/10.2307/206482
Book Review :          Computing for Historians: An Introductory Guide                    Evan           Mawdsley                             Thomas           Munck	1996	['History']	www.jstor.org/stable/10.2307/206039
Centurions in the Roman Legion: Computer Simulation and Complex Systems	2015	['History']	www.jstor.org/stable/10.2307/43829751
Book Review : The Munich Computus: Text and Translation. Irish Computistics between Isidore of Seville and the Venerable Bede and its Reception in Carolingian Times	2012	['Language & Literature']	www.jstor.org/stable/10.2307/45019722
Computational Cut-Ups: The Influence of Dada	2017	['Language & Literature']	www.jstor.org/stable/10.5325/jmodeperistud.8.2.0179
MEASUREMENT-THEORETIC REPRESENTATION AND COMPUTATION-THEORETIC REALIZATION	2010	['Philosophy']	www.jstor.org/stable/10.2307/25764451
The Causal History of Computational Activity: Maudlin and Olympia	1991	['Philosophy']	www.jstor.org/stable/10.2307/2026687
What Might Cognition Be, If Not Computation?	1995	['Philosophy']	www.jstor.org/stable/10.2307/2941061
Book Review : eGods: Faith versus Fantasy in Computer Gaming	2016	['Religion']	www.jstor.org/stable/10.2307/26543473
Book Review :          METHODS IN LATIN COMPUTATIONAL LINGUISTICS (Brill's Studies in Historical Linguistics 1)                    B.           MCGILLIVRAY	2015	['Classical Studies', 'Archaeology']	www.jstor.org/stable/10.2307/26346966
The Computer and the Historia Augusta: A Note on Marriott	1990	['Classical Studies', 'Archaeology']	www.jstor.org/stable/10.2307/300286
Book Review :          Psychology and Nihilism: A Genealogical Critique of the Computational Model of Mind                    Fred J.           Evans	1996	['Philosophy']	www.jstor.org/stable/10.2307/25670182
"""Among the Greatest Benefactors of Mankind"": What the Success of Chalkboards Tells Us about the Future of Computers in the Classroom"	2000	['Language & Literature']	www.jstor.org/stable/10.2307/1315198
Computers and the Future of the Humanities: A Brief Introduction	2000	['Language & Literature']	www.jstor.org/stable/10.2307/1315197
Virtual Arenas: Students' Computer Interactions Shape Their Perceptions of Themselves as Writers	2000	['Language & Literature']	www.jstor.org/stable/10.2307/1315201
A Tech's Ode to the Genome Computer	2006	['Language & Literature']	www.jstor.org/stable/10.2307/4338849
Report from Computerville: Virtual Walkabouts and Master Narratives	2011	['Language & Literature']	www.jstor.org/stable/10.2307/41104259
from Soviet Computer	2011	['Language & Literature']	www.jstor.org/stable/10.2307/23210100
"Andrew Marvell and the ""Painter Satires"": A Computational Approach to Their Authorship"	2005	['Language & Literature']	www.jstor.org/stable/10.2307/3737597
Calvino and the Computer as Writer/Reader	1995	['Language & Literature']	www.jstor.org/stable/10.2307/3733252
"Counting Syllables in the ""Divine Comedy"": A Computer Analysis"	1999	['Language & Literature']	www.jstor.org/stable/10.2307/3736000
Book Review :          Computers, Visualization, and History: How New Technology Will Transform Our Understanding of the Past                    David J.           Staley	2004	['Film Studies']	www.jstor.org/stable/10.2307/41167178
